Bank Account,Date,Narrative,Debit Amount,Credit Amount,Balance,Categories,Serial
099999123452,19/06/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260619-EMP-MARCO-HOSP-CASUAL,31.02,,325631.73,SUPER,SUPER-PAY-20260619-EMP-MARCO-HOSP-CASUAL
099999123452,19/06/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260619-EMP-HANA-CAFE-PARTTIME,62.04,,325662.75,SUPER,SUPER-PAY-20260619-EMP-HANA-CAFE-PARTTIME
099999123452,19/06/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260619-EMP-RILEY-RETAIL-CASUAL,737.75,,325724.79,PAYROLL,PAYNET-PAY-20260619-EMP-RILEY-RETAIL-CASUAL
099999123452,19/06/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260619-EMP-PRIYA-RETAIL-SUP,994.32,,326462.54,PAYROLL,PAYNET-PAY-20260619-EMP-PRIYA-RETAIL-SUP
099999123452,19/06/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260619-EMP-MARCO-HOSP-CASUAL,258.48,,327456.86,PAYROLL,PAYNET-PAY-20260619-EMP-MARCO-HOSP-CASUAL
099999123452,19/06/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260619-EMP-HANA-CAFE-PARTTIME,491.00,,327715.34,PAYROLL,PAYNET-PAY-20260619-EMP-HANA-CAFE-PARTTIME
099999123452,19/06/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260619-EMP-RILEY-RETAIL-CASUAL,92.00,,328206.34,PAYROLL_TAX,PAYG-PAY-20260619-EMP-RILEY-RETAIL-CASUAL
099999123452,19/06/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260619-EMP-PRIYA-RETAIL-SUP,208.00,,328298.34,PAYROLL_TAX,PAYG-PAY-20260619-EMP-PRIYA-RETAIL-SUP
099999123452,19/06/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260619-EMP-HANA-CAFE-PARTTIME,26.00,,328506.34,PAYROLL_TAX,PAYG-PAY-20260619-EMP-HANA-CAFE-PARTTIME
099999123452,18/06/2026,DEPOSIT OSKO PAYMENT Retail Client A INV-012,,49500.00,328532.34,DEP,BTR-000012
099999123452,16/06/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202606,8580.00,,279032.34,PAYMENT,BTP-000045
099999123452,12/06/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260612-EMP-RILEY-RETAIL-CASUAL,99.57,,287612.34,SUPER,SUPER-PAY-20260612-EMP-RILEY-RETAIL-CASUAL
099999123452,12/06/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260612-EMP-PRIYA-RETAIL-SUP,144.28,,287711.91,SUPER,SUPER-PAY-20260612-EMP-PRIYA-RETAIL-SUP
099999123452,12/06/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260612-EMP-MARCO-HOSP-CASUAL,31.02,,287856.19,SUPER,SUPER-PAY-20260612-EMP-MARCO-HOSP-CASUAL
099999123452,12/06/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260612-EMP-HANA-CAFE-PARTTIME,62.04,,287887.21,SUPER,SUPER-PAY-20260612-EMP-HANA-CAFE-PARTTIME
099999123452,12/06/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260612-EMP-RILEY-RETAIL-CASUAL,737.75,,287949.25,PAYROLL,PAYNET-PAY-20260612-EMP-RILEY-RETAIL-CASUAL
099999123452,12/06/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260612-EMP-PRIYA-RETAIL-SUP,994.32,,288687.00,PAYROLL,PAYNET-PAY-20260612-EMP-PRIYA-RETAIL-SUP
099999123452,12/06/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260612-EMP-MARCO-HOSP-CASUAL,258.48,,289681.32,PAYROLL,PAYNET-PAY-20260612-EMP-MARCO-HOSP-CASUAL
099999123452,12/06/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260612-EMP-HANA-CAFE-PARTTIME,491.00,,289939.80,PAYROLL,PAYNET-PAY-20260612-EMP-HANA-CAFE-PARTTIME
099999123452,12/06/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260612-EMP-RILEY-RETAIL-CASUAL,92.00,,290430.80,PAYROLL_TAX,PAYG-PAY-20260612-EMP-RILEY-RETAIL-CASUAL
099999123452,12/06/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260612-EMP-PRIYA-RETAIL-SUP,208.00,,290522.80,PAYROLL_TAX,PAYG-PAY-20260612-EMP-PRIYA-RETAIL-SUP
099999123452,12/06/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260612-EMP-HANA-CAFE-PARTTIME,26.00,,290730.80,PAYROLL_TAX,PAYG-PAY-20260612-EMP-HANA-CAFE-PARTTIME
099999123452,05/06/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260605-EMP-RILEY-RETAIL-CASUAL,99.57,,290756.80,SUPER,SUPER-PAY-20260605-EMP-RILEY-RETAIL-CASUAL
099999123452,05/06/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260605-EMP-PRIYA-RETAIL-SUP,144.28,,290856.37,SUPER,SUPER-PAY-20260605-EMP-PRIYA-RETAIL-SUP
099999123452,05/06/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260605-EMP-MARCO-HOSP-CASUAL,31.02,,291000.65,SUPER,SUPER-PAY-20260605-EMP-MARCO-HOSP-CASUAL
099999123452,05/06/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260605-EMP-HANA-CAFE-PARTTIME,62.04,,291031.67,SUPER,SUPER-PAY-20260605-EMP-HANA-CAFE-PARTTIME
099999123452,05/06/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260605-EMP-RILEY-RETAIL-CASUAL,737.75,,291093.71,PAYROLL,PAYNET-PAY-20260605-EMP-RILEY-RETAIL-CASUAL
099999123452,05/06/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260605-EMP-PRIYA-RETAIL-SUP,994.32,,291831.46,PAYROLL,PAYNET-PAY-20260605-EMP-PRIYA-RETAIL-SUP
099999123452,05/06/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260605-EMP-MARCO-HOSP-CASUAL,258.48,,292825.78,PAYROLL,PAYNET-PAY-20260605-EMP-MARCO-HOSP-CASUAL
099999123452,05/06/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260605-EMP-HANA-CAFE-PARTTIME,491.00,,293084.26,PAYROLL,PAYNET-PAY-20260605-EMP-HANA-CAFE-PARTTIME
099999123452,05/06/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260605-EMP-RILEY-RETAIL-CASUAL,92.00,,293575.26,PAYROLL_TAX,PAYG-PAY-20260605-EMP-RILEY-RETAIL-CASUAL
099999123452,05/06/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260605-EMP-PRIYA-RETAIL-SUP,208.00,,293667.26,PAYROLL_TAX,PAYG-PAY-20260605-EMP-PRIYA-RETAIL-SUP
099999123452,05/06/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260605-EMP-HANA-CAFE-PARTTIME,26.00,,293875.26,PAYROLL_TAX,PAYG-PAY-20260605-EMP-HANA-CAFE-PARTTIME
099999123452,03/06/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202605,35.00,,293901.26,PAYMENT,BTP-000044
099999123452,29/05/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260529-EMP-RILEY-RETAIL-CASUAL,99.57,,293936.26,SUPER,SUPER-PAY-20260529-EMP-RILEY-RETAIL-CASUAL
099999123452,29/05/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260529-EMP-PRIYA-RETAIL-SUP,144.28,,294035.83,SUPER,SUPER-PAY-20260529-EMP-PRIYA-RETAIL-SUP
099999123452,29/05/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260529-EMP-MARCO-HOSP-CASUAL,54.29,,294180.11,SUPER,SUPER-PAY-20260529-EMP-MARCO-HOSP-CASUAL
099999123452,29/05/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260529-EMP-HANA-CAFE-PARTTIME,62.04,,294234.40,SUPER,SUPER-PAY-20260529-EMP-HANA-CAFE-PARTTIME
099999123452,29/05/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260529-EMP-RILEY-RETAIL-CASUAL,737.75,,294296.44,PAYROLL,PAYNET-PAY-20260529-EMP-RILEY-RETAIL-CASUAL
099999123452,29/05/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260529-EMP-PRIYA-RETAIL-SUP,994.32,,295034.19,PAYROLL,PAYNET-PAY-20260529-EMP-PRIYA-RETAIL-SUP
099999123452,29/05/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260529-EMP-MARCO-HOSP-CASUAL,438.38,,296028.51,PAYROLL,PAYNET-PAY-20260529-EMP-MARCO-HOSP-CASUAL
099999123452,29/05/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260529-EMP-HANA-CAFE-PARTTIME,491.00,,296466.89,PAYROLL,PAYNET-PAY-20260529-EMP-HANA-CAFE-PARTTIME
099999123452,29/05/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260529-EMP-RILEY-RETAIL-CASUAL,92.00,,296957.89,PAYROLL_TAX,PAYG-PAY-20260529-EMP-RILEY-RETAIL-CASUAL
099999123452,29/05/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260529-EMP-PRIYA-RETAIL-SUP,208.00,,297049.89,PAYROLL_TAX,PAYG-PAY-20260529-EMP-PRIYA-RETAIL-SUP
099999123452,29/05/2026,PAYG WITHHOLDING REMITTANCE ATO Marco Hospitality Casual PAY-20260529-EMP-MARCO-HOSP-CASUAL,14.00,,297257.89,PAYROLL_TAX,PAYG-PAY-20260529-EMP-MARCO-HOSP-CASUAL
099999123452,29/05/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260529-EMP-HANA-CAFE-PARTTIME,26.00,,297271.89,PAYROLL_TAX,PAYG-PAY-20260529-EMP-HANA-CAFE-PARTTIME
099999123452,25/05/2026,WITHDRAWAL-OSKO PAYMENT Peak Local Marketing Pty Ltd CONTRACT-202605,1980.00,,297297.89,PAYMENT,BTP-000043
099999123452,22/05/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260522-EMP-RILEY-RETAIL-CASUAL,99.57,,299277.89,SUPER,SUPER-PAY-20260522-EMP-RILEY-RETAIL-CASUAL
099999123452,22/05/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260522-EMP-PRIYA-RETAIL-SUP,144.28,,299377.46,SUPER,SUPER-PAY-20260522-EMP-PRIYA-RETAIL-SUP
099999123452,22/05/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260522-EMP-MARCO-HOSP-CASUAL,31.02,,299521.74,SUPER,SUPER-PAY-20260522-EMP-MARCO-HOSP-CASUAL
099999123452,22/05/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260522-EMP-HANA-CAFE-PARTTIME,62.04,,299552.76,SUPER,SUPER-PAY-20260522-EMP-HANA-CAFE-PARTTIME
099999123452,22/05/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260522-EMP-RILEY-RETAIL-CASUAL,737.75,,299614.80,PAYROLL,PAYNET-PAY-20260522-EMP-RILEY-RETAIL-CASUAL
099999123452,22/05/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260522-EMP-PRIYA-RETAIL-SUP,994.32,,300352.55,PAYROLL,PAYNET-PAY-20260522-EMP-PRIYA-RETAIL-SUP
099999123452,22/05/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260522-EMP-MARCO-HOSP-CASUAL,258.48,,301346.87,PAYROLL,PAYNET-PAY-20260522-EMP-MARCO-HOSP-CASUAL
099999123452,22/05/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260522-EMP-HANA-CAFE-PARTTIME,491.00,,301605.35,PAYROLL,PAYNET-PAY-20260522-EMP-HANA-CAFE-PARTTIME
099999123452,22/05/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260522-EMP-RILEY-RETAIL-CASUAL,92.00,,302096.35,PAYROLL_TAX,PAYG-PAY-20260522-EMP-RILEY-RETAIL-CASUAL
099999123452,22/05/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260522-EMP-PRIYA-RETAIL-SUP,208.00,,302188.35,PAYROLL_TAX,PAYG-PAY-20260522-EMP-PRIYA-RETAIL-SUP
099999123452,22/05/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260522-EMP-HANA-CAFE-PARTTIME,26.00,,302396.35,PAYROLL_TAX,PAYG-PAY-20260522-EMP-HANA-CAFE-PARTTIME
099999123452,22/05/2026,WITHDRAWAL-OSKO PAYMENT Cloud Software Vendors SOFT-202605,1045.00,,302422.35,PAYMENT,BTP-000042
099999123452,18/05/2026,DEPOSIT OSKO PAYMENT Retail Client C INV-011,,49225.00,303467.35,DEP,BTR-000011
099999123452,16/05/2026,WITHDRAWAL-OSKO PAYMENT Harbour Property Trust RENT-202605,8580.00,,254242.35,PAYMENT,BTP-000041
099999123452,15/05/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260515-EMP-RILEY-RETAIL-CASUAL,99.57,,262822.35,SUPER,SUPER-PAY-20260515-EMP-RILEY-RETAIL-CASUAL
099999123452,15/05/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260515-EMP-PRIYA-RETAIL-SUP,144.28,,262921.92,SUPER,SUPER-PAY-20260515-EMP-PRIYA-RETAIL-SUP
099999123452,15/05/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260515-EMP-MARCO-HOSP-CASUAL,31.02,,263066.20,SUPER,SUPER-PAY-20260515-EMP-MARCO-HOSP-CASUAL
099999123452,15/05/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260515-EMP-HANA-CAFE-PARTTIME,62.04,,263097.22,SUPER,SUPER-PAY-20260515-EMP-HANA-CAFE-PARTTIME
099999123452,15/05/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260515-EMP-RILEY-RETAIL-CASUAL,737.75,,263159.26,PAYROLL,PAYNET-PAY-20260515-EMP-RILEY-RETAIL-CASUAL
099999123452,15/05/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260515-EMP-PRIYA-RETAIL-SUP,994.32,,263897.01,PAYROLL,PAYNET-PAY-20260515-EMP-PRIYA-RETAIL-SUP
099999123452,15/05/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260515-EMP-MARCO-HOSP-CASUAL,258.48,,264891.33,PAYROLL,PAYNET-PAY-20260515-EMP-MARCO-HOSP-CASUAL
099999123452,15/05/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260515-EMP-HANA-CAFE-PARTTIME,491.00,,265149.81,PAYROLL,PAYNET-PAY-20260515-EMP-HANA-CAFE-PARTTIME
099999123452,15/05/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260515-EMP-RILEY-RETAIL-CASUAL,92.00,,265640.81,PAYROLL_TAX,PAYG-PAY-20260515-EMP-RILEY-RETAIL-CASUAL
099999123452,15/05/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260515-EMP-PRIYA-RETAIL-SUP,208.00,,265732.81,PAYROLL_TAX,PAYG-PAY-20260515-EMP-PRIYA-RETAIL-SUP
099999123452,15/05/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260515-EMP-HANA-CAFE-PARTTIME,26.00,,265940.81,PAYROLL_TAX,PAYG-PAY-20260515-EMP-HANA-CAFE-PARTTIME
099999123452,08/05/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260508-EMP-RILEY-RETAIL-CASUAL,99.57,,265966.81,SUPER,SUPER-PAY-20260508-EMP-RILEY-RETAIL-CASUAL
099999123452,08/05/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260508-EMP-PRIYA-RETAIL-SUP,144.28,,266066.38,SUPER,SUPER-PAY-20260508-EMP-PRIYA-RETAIL-SUP
099999123452,08/05/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260508-EMP-MARCO-HOSP-CASUAL,31.02,,266210.66,SUPER,SUPER-PAY-20260508-EMP-MARCO-HOSP-CASUAL
099999123452,08/05/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260508-EMP-HANA-CAFE-PARTTIME,62.04,,266241.68,SUPER,SUPER-PAY-20260508-EMP-HANA-CAFE-PARTTIME
099999123452,08/05/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260508-EMP-RILEY-RETAIL-CASUAL,737.75,,266303.72,PAYROLL,PAYNET-PAY-20260508-EMP-RILEY-RETAIL-CASUAL
099999123452,08/05/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260508-EMP-PRIYA-RETAIL-SUP,994.32,,267041.47,PAYROLL,PAYNET-PAY-20260508-EMP-PRIYA-RETAIL-SUP
099999123452,08/05/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260508-EMP-MARCO-HOSP-CASUAL,258.48,,268035.79,PAYROLL,PAYNET-PAY-20260508-EMP-MARCO-HOSP-CASUAL
099999123452,08/05/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260508-EMP-HANA-CAFE-PARTTIME,491.00,,268294.27,PAYROLL,PAYNET-PAY-20260508-EMP-HANA-CAFE-PARTTIME
099999123452,08/05/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260508-EMP-RILEY-RETAIL-CASUAL,92.00,,268785.27,PAYROLL_TAX,PAYG-PAY-20260508-EMP-RILEY-RETAIL-CASUAL
099999123452,08/05/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260508-EMP-PRIYA-RETAIL-SUP,208.00,,268877.27,PAYROLL_TAX,PAYG-PAY-20260508-EMP-PRIYA-RETAIL-SUP
099999123452,08/05/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260508-EMP-HANA-CAFE-PARTTIME,26.00,,269085.27,PAYROLL_TAX,PAYG-PAY-20260508-EMP-HANA-CAFE-PARTTIME
099999123452,04/05/2026,WITHDRAWAL-OSKO PAYMENT Bank BANKFEE-202604,35.00,,269111.27,PAYMENT,BTP-000040
099999123452,01/05/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260501-EMP-RILEY-RETAIL-CASUAL,99.57,,269146.27,SUPER,SUPER-PAY-20260501-EMP-RILEY-RETAIL-CASUAL
099999123452,01/05/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260501-EMP-PRIYA-RETAIL-SUP,144.28,,269245.84,SUPER,SUPER-PAY-20260501-EMP-PRIYA-RETAIL-SUP
099999123452,01/05/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260501-EMP-MARCO-HOSP-CASUAL,54.29,,269390.12,SUPER,SUPER-PAY-20260501-EMP-MARCO-HOSP-CASUAL
099999123452,01/05/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260501-EMP-HANA-CAFE-PARTTIME,62.04,,269444.41,SUPER,SUPER-PAY-20260501-EMP-HANA-CAFE-PARTTIME
099999123452,01/05/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260501-EMP-RILEY-RETAIL-CASUAL,737.75,,269506.45,PAYROLL,PAYNET-PAY-20260501-EMP-RILEY-RETAIL-CASUAL
099999123452,01/05/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260501-EMP-PRIYA-RETAIL-SUP,994.32,,270244.20,PAYROLL,PAYNET-PAY-20260501-EMP-PRIYA-RETAIL-SUP
099999123452,01/05/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260501-EMP-MARCO-HOSP-CASUAL,438.38,,271238.52,PAYROLL,PAYNET-PAY-20260501-EMP-MARCO-HOSP-CASUAL
099999123452,01/05/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260501-EMP-HANA-CAFE-PARTTIME,491.00,,271676.90,PAYROLL,PAYNET-PAY-20260501-EMP-HANA-CAFE-PARTTIME
099999123452,01/05/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260501-EMP-RILEY-RETAIL-CASUAL,92.00,,272167.90,PAYROLL_TAX,PAYG-PAY-20260501-EMP-RILEY-RETAIL-CASUAL
099999123452,01/05/2026,PAYG WITHHOLDING REMITTANCE ATO Priya Retail Supervisor PAY-20260501-EMP-PRIYA-RETAIL-SUP,208.00,,272259.90,PAYROLL_TAX,PAYG-PAY-20260501-EMP-PRIYA-RETAIL-SUP
099999123452,01/05/2026,PAYG WITHHOLDING REMITTANCE ATO Marco Hospitality Casual PAY-20260501-EMP-MARCO-HOSP-CASUAL,14.00,,272467.90,PAYROLL_TAX,PAYG-PAY-20260501-EMP-MARCO-HOSP-CASUAL
099999123452,01/05/2026,PAYG WITHHOLDING REMITTANCE ATO Hana Cafe Part-time PAY-20260501-EMP-HANA-CAFE-PARTTIME,26.00,,272481.90,PAYROLL_TAX,PAYG-PAY-20260501-EMP-HANA-CAFE-PARTTIME
099999123452,25/04/2026,WITHDRAWAL-OSKO PAYMENT Peak Local Marketing Pty Ltd CONTRACT-202604,1980.00,,272507.90,PAYMENT,BTP-000039
099999123452,24/04/2026,SUPER CLEARING HOUSE Riley Retail Casual PAY-20260424-EMP-RILEY-RETAIL-CASUAL,99.57,,274487.90,SUPER,SUPER-PAY-20260424-EMP-RILEY-RETAIL-CASUAL
099999123452,24/04/2026,SUPER CLEARING HOUSE Priya Retail Supervisor PAY-20260424-EMP-PRIYA-RETAIL-SUP,144.28,,274587.47,SUPER,SUPER-PAY-20260424-EMP-PRIYA-RETAIL-SUP
099999123452,24/04/2026,SUPER CLEARING HOUSE Marco Hospitality Casual PAY-20260424-EMP-MARCO-HOSP-CASUAL,31.02,,274731.75,SUPER,SUPER-PAY-20260424-EMP-MARCO-HOSP-CASUAL
099999123452,24/04/2026,SUPER CLEARING HOUSE Hana Cafe Part-time PAY-20260424-EMP-HANA-CAFE-PARTTIME,62.04,,274762.77,SUPER,SUPER-PAY-20260424-EMP-HANA-CAFE-PARTTIME
099999123452,24/04/2026,PAYROLL NET WAGE Riley Retail Casual PAY-20260424-EMP-RILEY-RETAIL-CASUAL,737.75,,274824.81,PAYROLL,PAYNET-PAY-20260424-EMP-RILEY-RETAIL-CASUAL
099999123452,24/04/2026,PAYROLL NET WAGE Priya Retail Supervisor PAY-20260424-EMP-PRIYA-RETAIL-SUP,994.32,,275562.56,PAYROLL,PAYNET-PAY-20260424-EMP-PRIYA-RETAIL-SUP
099999123452,24/04/2026,PAYROLL NET WAGE Marco Hospitality Casual PAY-20260424-EMP-MARCO-HOSP-CASUAL,258.48,,276556.88,PAYROLL,PAYNET-PAY-20260424-EMP-MARCO-HOSP-CASUAL
099999123452,24/04/2026,PAYROLL NET WAGE Hana Cafe Part-time PAY-20260424-EMP-HANA-CAFE-PARTTIME,491.00,,276815.36,PAYROLL,PAYNET-PAY-20260424-EMP-HANA-CAFE-PARTTIME
099999123452,24/04/2026,PAYG WITHHOLDING REMITTANCE ATO Riley Retail Casual PAY-20260424-EMP-RILEY-RETAIL-CASUAL,92.00,,277306.36,PAYROLL_TAX,PAYG-PAY-20260424-EMP-RILEY-RETAIL-CASUAL
