PayRunID,EmployeeID,PayDate,AnnualLeaveAccruedHours,PersonalLeaveAccruedHours,LeaveTakenHours,ClosingAnnualLeaveHours,ClosingPersonalLeaveHours
PAY-20250725-EMP-NINA-SALES,EMP-NINA-SALES,25/07/2025,2.92,1.46,0.00,11.68,5.84
PAY-20250725-EMP-GRACE-HIG,EMP-GRACE-HIG,25/07/2025,2.92,1.46,0.00,11.68,5.84
PAY-20250801-EMP-BEN-BUILDER,EMP-BEN-BUILDER,01/08/2025,2.92,1.46,0.00,14.60,7.30
PAY-20250801-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,01/08/2025,2.92,1.46,0.00,14.60,7.30
PAY-20250801-EMP-NINA-SALES,EMP-NINA-SALES,01/08/2025,2.92,1.46,0.00,14.60,7.30
PAY-20250801-EMP-GRACE-HIG,EMP-GRACE-HIG,01/08/2025,2.92,1.46,0.00,14.60,7.30
PAY-20250808-EMP-BEN-BUILDER,EMP-BEN-BUILDER,08/08/2025,2.92,1.46,0.00,17.52,8.76
PAY-20250808-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,08/08/2025,2.92,1.46,0.00,17.52,8.76
PAY-20250808-EMP-NINA-SALES,EMP-NINA-SALES,08/08/2025,2.92,1.46,0.00,17.52,8.76
PAY-20250808-EMP-GRACE-HIG,EMP-GRACE-HIG,08/08/2025,2.92,1.46,0.00,17.52,8.76
PAY-20250815-EMP-BEN-BUILDER,EMP-BEN-BUILDER,15/08/2025,2.92,1.46,0.00,20.44,10.22
PAY-20250815-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,15/08/2025,2.92,1.46,0.00,20.44,10.22
PAY-20250815-EMP-NINA-SALES,EMP-NINA-SALES,15/08/2025,2.92,1.46,0.00,20.44,10.22
PAY-20250815-EMP-GRACE-HIG,EMP-GRACE-HIG,15/08/2025,2.92,1.46,0.00,20.44,10.22
PAY-20250822-EMP-BEN-BUILDER,EMP-BEN-BUILDER,22/08/2025,2.92,1.46,0.00,23.36,11.68
PAY-20250822-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,22/08/2025,2.92,1.46,0.00,23.36,11.68
PAY-20250822-EMP-NINA-SALES,EMP-NINA-SALES,22/08/2025,2.92,1.46,0.00,23.36,11.68
PAY-20250822-EMP-GRACE-HIG,EMP-GRACE-HIG,22/08/2025,2.92,1.46,0.00,23.36,11.68
PAY-20250829-EMP-BEN-BUILDER,EMP-BEN-BUILDER,29/08/2025,2.92,1.46,0.00,26.28,13.14
PAY-20250829-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,29/08/2025,2.92,1.46,0.00,26.28,13.14
PAY-20250829-EMP-NINA-SALES,EMP-NINA-SALES,29/08/2025,2.92,1.46,0.00,26.28,13.14
PAY-20250829-EMP-GRACE-HIG,EMP-GRACE-HIG,29/08/2025,2.92,1.46,0.00,26.28,13.14
PAY-20250905-EMP-BEN-BUILDER,EMP-BEN-BUILDER,05/09/2025,2.92,1.46,0.00,29.20,14.60
PAY-20250905-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,05/09/2025,2.92,1.46,0.00,29.20,14.60
PAY-20250905-EMP-NINA-SALES,EMP-NINA-SALES,05/09/2025,2.92,1.46,0.00,29.20,14.60
PAY-20250905-EMP-GRACE-HIG,EMP-GRACE-HIG,05/09/2025,2.92,1.46,0.00,29.20,14.60
PAY-20250912-EMP-BEN-BUILDER,EMP-BEN-BUILDER,12/09/2025,2.92,1.46,0.00,32.12,16.06
PAY-20250912-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,12/09/2025,2.92,1.46,0.00,32.12,16.06
PAY-20250912-EMP-NINA-SALES,EMP-NINA-SALES,12/09/2025,2.92,1.46,0.00,32.12,16.06
PAY-20250912-EMP-GRACE-HIG,EMP-GRACE-HIG,12/09/2025,2.92,1.46,0.00,32.12,16.06
PAY-20250919-EMP-BEN-BUILDER,EMP-BEN-BUILDER,19/09/2025,2.92,1.46,0.00,35.04,17.52
PAY-20250919-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,19/09/2025,2.92,1.46,0.00,35.04,17.52
PAY-20250919-EMP-NINA-SALES,EMP-NINA-SALES,19/09/2025,2.92,1.46,0.00,35.04,17.52
PAY-20250919-EMP-GRACE-HIG,EMP-GRACE-HIG,19/09/2025,2.92,1.46,0.00,35.04,17.52
PAY-20250926-EMP-BEN-BUILDER,EMP-BEN-BUILDER,26/09/2025,2.92,1.46,0.00,37.96,18.98
PAY-20250926-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,26/09/2025,2.92,1.46,0.00,37.96,18.98
PAY-20250926-EMP-NINA-SALES,EMP-NINA-SALES,26/09/2025,2.92,1.46,0.00,37.96,18.98
PAY-20250926-EMP-GRACE-HIG,EMP-GRACE-HIG,26/09/2025,2.92,1.46,0.00,37.96,18.98
PAY-20251003-EMP-BEN-BUILDER,EMP-BEN-BUILDER,03/10/2025,2.92,1.46,0.00,40.88,20.44
PAY-20251003-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,03/10/2025,2.92,1.46,0.00,40.88,20.44
PAY-20251003-EMP-NINA-SALES,EMP-NINA-SALES,03/10/2025,2.92,1.46,0.00,40.88,20.44
PAY-20251003-EMP-GRACE-HIG,EMP-GRACE-HIG,03/10/2025,2.92,1.46,0.00,40.88,20.44
PAY-20251010-EMP-BEN-BUILDER,EMP-BEN-BUILDER,10/10/2025,2.92,1.46,0.00,43.80,21.90
PAY-20251010-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,10/10/2025,2.92,1.46,0.00,43.80,21.90
PAY-20251010-EMP-NINA-SALES,EMP-NINA-SALES,10/10/2025,2.92,1.46,0.00,43.80,21.90
PAY-20251010-EMP-GRACE-HIG,EMP-GRACE-HIG,10/10/2025,2.92,1.46,0.00,43.80,21.90
PAY-20251017-EMP-BEN-BUILDER,EMP-BEN-BUILDER,17/10/2025,2.92,1.46,0.00,46.72,23.36
PAY-20251017-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,17/10/2025,2.92,1.46,0.00,46.72,23.36
PAY-20251017-EMP-NINA-SALES,EMP-NINA-SALES,17/10/2025,2.92,1.46,0.00,46.72,23.36
PAY-20251017-EMP-GRACE-HIG,EMP-GRACE-HIG,17/10/2025,2.92,1.46,0.00,46.72,23.36
PAY-20251024-EMP-BEN-BUILDER,EMP-BEN-BUILDER,24/10/2025,2.92,1.46,0.00,49.64,24.82
PAY-20251024-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,24/10/2025,2.92,1.46,0.00,49.64,24.82
PAY-20251024-EMP-NINA-SALES,EMP-NINA-SALES,24/10/2025,2.92,1.46,0.00,49.64,24.82
PAY-20251024-EMP-GRACE-HIG,EMP-GRACE-HIG,24/10/2025,2.92,1.46,0.00,49.64,24.82
PAY-20251031-EMP-BEN-BUILDER,EMP-BEN-BUILDER,31/10/2025,2.92,1.46,0.00,52.56,26.28
PAY-20251031-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,31/10/2025,2.92,1.46,0.00,52.56,26.28
PAY-20251031-EMP-NINA-SALES,EMP-NINA-SALES,31/10/2025,2.92,1.46,0.00,52.56,26.28
PAY-20251031-EMP-GRACE-HIG,EMP-GRACE-HIG,31/10/2025,2.92,1.46,0.00,52.56,26.28
PAY-20251107-EMP-BEN-BUILDER,EMP-BEN-BUILDER,07/11/2025,2.92,1.46,0.00,55.48,27.74
PAY-20251107-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,07/11/2025,2.92,1.46,0.00,55.48,27.74
PAY-20251107-EMP-NINA-SALES,EMP-NINA-SALES,07/11/2025,2.92,1.46,0.00,55.48,27.74
PAY-20251107-EMP-GRACE-HIG,EMP-GRACE-HIG,07/11/2025,2.92,1.46,0.00,55.48,27.74
PAY-20251114-EMP-BEN-BUILDER,EMP-BEN-BUILDER,14/11/2025,2.92,1.46,0.00,58.40,29.20
PAY-20251114-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,14/11/2025,2.92,1.46,0.00,58.40,29.20
PAY-20251114-EMP-NINA-SALES,EMP-NINA-SALES,14/11/2025,2.92,1.46,0.00,58.40,29.20
PAY-20251114-EMP-GRACE-HIG,EMP-GRACE-HIG,14/11/2025,2.92,1.46,0.00,58.40,29.20
PAY-20251121-EMP-BEN-BUILDER,EMP-BEN-BUILDER,21/11/2025,2.92,1.46,0.00,61.32,30.66
PAY-20251121-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,21/11/2025,2.92,1.46,0.00,61.32,30.66
PAY-20251121-EMP-NINA-SALES,EMP-NINA-SALES,21/11/2025,2.92,1.46,0.00,61.32,30.66
PAY-20251121-EMP-GRACE-HIG,EMP-GRACE-HIG,21/11/2025,2.92,1.46,0.00,61.32,30.66
PAY-20251128-EMP-BEN-BUILDER,EMP-BEN-BUILDER,28/11/2025,2.92,1.46,0.00,64.24,32.12
PAY-20251128-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,28/11/2025,2.92,1.46,0.00,64.24,32.12
PAY-20251128-EMP-NINA-SALES,EMP-NINA-SALES,28/11/2025,2.92,1.46,0.00,64.24,32.12
PAY-20251128-EMP-GRACE-HIG,EMP-GRACE-HIG,28/11/2025,2.92,1.46,0.00,64.24,32.12
PAY-20251205-EMP-BEN-BUILDER,EMP-BEN-BUILDER,05/12/2025,2.92,1.46,0.00,67.16,33.58
PAY-20251205-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,05/12/2025,2.92,1.46,0.00,67.16,33.58
PAY-20251205-EMP-NINA-SALES,EMP-NINA-SALES,05/12/2025,2.92,1.46,0.00,67.16,33.58
PAY-20251205-EMP-GRACE-HIG,EMP-GRACE-HIG,05/12/2025,2.92,1.46,0.00,67.16,33.58
PAY-20251212-EMP-BEN-BUILDER,EMP-BEN-BUILDER,12/12/2025,2.92,1.46,0.00,70.08,35.04
PAY-20251212-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,12/12/2025,2.92,1.46,0.00,70.08,35.04
PAY-20251212-EMP-NINA-SALES,EMP-NINA-SALES,12/12/2025,2.92,1.46,0.00,70.08,35.04
PAY-20251212-EMP-GRACE-HIG,EMP-GRACE-HIG,12/12/2025,2.92,1.46,0.00,70.08,35.04
PAY-20251219-EMP-BEN-BUILDER,EMP-BEN-BUILDER,19/12/2025,2.92,1.46,0.00,73.00,36.50
PAY-20251219-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,19/12/2025,2.92,1.46,0.00,73.00,36.50
PAY-20251219-EMP-NINA-SALES,EMP-NINA-SALES,19/12/2025,2.92,1.46,0.00,73.00,36.50
PAY-20251219-EMP-GRACE-HIG,EMP-GRACE-HIG,19/12/2025,2.92,1.46,0.00,73.00,36.50
PAY-20251226-EMP-BEN-BUILDER,EMP-BEN-BUILDER,26/12/2025,2.92,1.46,0.00,75.92,37.96
PAY-20251226-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,26/12/2025,2.92,1.46,0.00,75.92,37.96
PAY-20251226-EMP-NINA-SALES,EMP-NINA-SALES,26/12/2025,2.92,1.46,0.00,75.92,37.96
PAY-20251226-EMP-GRACE-HIG,EMP-GRACE-HIG,26/12/2025,2.92,1.46,0.00,75.92,37.96
PAY-20260102-EMP-BEN-BUILDER,EMP-BEN-BUILDER,02/01/2026,2.92,1.46,0.00,78.84,39.42
PAY-20260102-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,02/01/2026,2.92,1.46,0.00,78.84,39.42
PAY-20260102-EMP-NINA-SALES,EMP-NINA-SALES,02/01/2026,2.92,1.46,0.00,78.84,39.42
PAY-20260102-EMP-GRACE-HIG,EMP-GRACE-HIG,02/01/2026,2.92,1.46,0.00,78.84,39.42
PAY-20260109-EMP-BEN-BUILDER,EMP-BEN-BUILDER,09/01/2026,2.92,1.46,0.00,81.76,40.88
PAY-20260109-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,09/01/2026,2.92,1.46,0.00,81.76,40.88
PAY-20260109-EMP-NINA-SALES,EMP-NINA-SALES,09/01/2026,2.92,1.46,0.00,81.76,40.88
PAY-20260109-EMP-GRACE-HIG,EMP-GRACE-HIG,09/01/2026,2.92,1.46,0.00,81.76,40.88
PAY-20260116-EMP-BEN-BUILDER,EMP-BEN-BUILDER,16/01/2026,2.92,1.46,0.00,84.68,42.34
PAY-20260116-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,16/01/2026,2.92,1.46,0.00,84.68,42.34
PAY-20260116-EMP-NINA-SALES,EMP-NINA-SALES,16/01/2026,2.92,1.46,0.00,84.68,42.34
PAY-20260116-EMP-GRACE-HIG,EMP-GRACE-HIG,16/01/2026,2.92,1.46,0.00,84.68,42.34
PAY-20260123-EMP-BEN-BUILDER,EMP-BEN-BUILDER,23/01/2026,2.92,1.46,0.00,87.60,43.80
PAY-20260123-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,23/01/2026,2.92,1.46,0.00,87.60,43.80
PAY-20260123-EMP-NINA-SALES,EMP-NINA-SALES,23/01/2026,2.92,1.46,0.00,87.60,43.80
PAY-20260123-EMP-GRACE-HIG,EMP-GRACE-HIG,23/01/2026,2.92,1.46,0.00,87.60,43.80
PAY-20260130-EMP-BEN-BUILDER,EMP-BEN-BUILDER,30/01/2026,2.92,1.46,0.00,90.52,45.26
PAY-20260130-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,30/01/2026,2.92,1.46,0.00,90.52,45.26
PAY-20260130-EMP-NINA-SALES,EMP-NINA-SALES,30/01/2026,2.92,1.46,0.00,90.52,45.26
PAY-20260130-EMP-GRACE-HIG,EMP-GRACE-HIG,30/01/2026,2.92,1.46,0.00,90.52,45.26
PAY-20260206-EMP-BEN-BUILDER,EMP-BEN-BUILDER,06/02/2026,2.92,1.46,0.00,93.44,46.72
PAY-20260206-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,06/02/2026,2.92,1.46,0.00,93.44,46.72
PAY-20260206-EMP-NINA-SALES,EMP-NINA-SALES,06/02/2026,2.92,1.46,0.00,93.44,46.72
PAY-20260206-EMP-GRACE-HIG,EMP-GRACE-HIG,06/02/2026,2.92,1.46,0.00,93.44,46.72
PAY-20260213-EMP-BEN-BUILDER,EMP-BEN-BUILDER,13/02/2026,2.92,1.46,0.00,96.36,48.18
PAY-20260213-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,13/02/2026,2.92,1.46,0.00,96.36,48.18
PAY-20260213-EMP-NINA-SALES,EMP-NINA-SALES,13/02/2026,2.92,1.46,0.00,96.36,48.18
PAY-20260213-EMP-GRACE-HIG,EMP-GRACE-HIG,13/02/2026,2.92,1.46,0.00,96.36,48.18
PAY-20260220-EMP-BEN-BUILDER,EMP-BEN-BUILDER,20/02/2026,2.92,1.46,0.00,99.28,49.64
PAY-20260220-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,20/02/2026,2.92,1.46,0.00,99.28,49.64
PAY-20260220-EMP-NINA-SALES,EMP-NINA-SALES,20/02/2026,2.92,1.46,0.00,99.28,49.64
PAY-20260220-EMP-GRACE-HIG,EMP-GRACE-HIG,20/02/2026,2.92,1.46,0.00,99.28,49.64
PAY-20260227-EMP-BEN-BUILDER,EMP-BEN-BUILDER,27/02/2026,2.92,1.46,0.00,102.20,51.10
PAY-20260227-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,27/02/2026,2.92,1.46,0.00,102.20,51.10
PAY-20260227-EMP-NINA-SALES,EMP-NINA-SALES,27/02/2026,2.92,1.46,0.00,102.20,51.10
PAY-20260227-EMP-GRACE-HIG,EMP-GRACE-HIG,27/02/2026,2.92,1.46,0.00,102.20,51.10
PAY-20260306-EMP-BEN-BUILDER,EMP-BEN-BUILDER,06/03/2026,2.92,1.46,0.00,105.12,52.56
PAY-20260306-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,06/03/2026,2.92,1.46,0.00,105.12,52.56
PAY-20260306-EMP-NINA-SALES,EMP-NINA-SALES,06/03/2026,2.92,1.46,0.00,105.12,52.56
PAY-20260306-EMP-GRACE-HIG,EMP-GRACE-HIG,06/03/2026,2.92,1.46,0.00,105.12,52.56
PAY-20260313-EMP-BEN-BUILDER,EMP-BEN-BUILDER,13/03/2026,2.92,1.46,0.00,108.04,54.02
PAY-20260313-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,13/03/2026,2.92,1.46,0.00,108.04,54.02
PAY-20260313-EMP-NINA-SALES,EMP-NINA-SALES,13/03/2026,2.92,1.46,0.00,108.04,54.02
PAY-20260313-EMP-GRACE-HIG,EMP-GRACE-HIG,13/03/2026,2.92,1.46,0.00,108.04,54.02
PAY-20260320-EMP-BEN-BUILDER,EMP-BEN-BUILDER,20/03/2026,2.92,1.46,0.00,110.96,55.48
PAY-20260320-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,20/03/2026,2.92,1.46,0.00,110.96,55.48
PAY-20260320-EMP-NINA-SALES,EMP-NINA-SALES,20/03/2026,2.92,1.46,0.00,110.96,55.48
PAY-20260320-EMP-GRACE-HIG,EMP-GRACE-HIG,20/03/2026,2.92,1.46,0.00,110.96,55.48
PAY-20260327-EMP-BEN-BUILDER,EMP-BEN-BUILDER,27/03/2026,2.92,1.46,0.00,113.88,56.94
PAY-20260327-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,27/03/2026,2.92,1.46,0.00,113.88,56.94
PAY-20260327-EMP-NINA-SALES,EMP-NINA-SALES,27/03/2026,2.92,1.46,0.00,113.88,56.94
PAY-20260327-EMP-GRACE-HIG,EMP-GRACE-HIG,27/03/2026,2.92,1.46,0.00,113.88,56.94
PAY-20260403-EMP-BEN-BUILDER,EMP-BEN-BUILDER,03/04/2026,2.92,1.46,0.00,116.80,58.40
PAY-20260403-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,03/04/2026,2.92,1.46,0.00,116.80,58.40
PAY-20260403-EMP-NINA-SALES,EMP-NINA-SALES,03/04/2026,2.92,1.46,0.00,116.80,58.40
PAY-20260403-EMP-GRACE-HIG,EMP-GRACE-HIG,03/04/2026,2.92,1.46,0.00,116.80,58.40
PAY-20260410-EMP-BEN-BUILDER,EMP-BEN-BUILDER,10/04/2026,2.92,1.46,0.00,119.72,59.86
PAY-20260410-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,10/04/2026,2.92,1.46,0.00,119.72,59.86
PAY-20260410-EMP-NINA-SALES,EMP-NINA-SALES,10/04/2026,2.92,1.46,0.00,119.72,59.86
PAY-20260410-EMP-GRACE-HIG,EMP-GRACE-HIG,10/04/2026,2.92,1.46,0.00,119.72,59.86
PAY-20260417-EMP-BEN-BUILDER,EMP-BEN-BUILDER,17/04/2026,2.92,1.46,0.00,122.64,61.32
PAY-20260417-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,17/04/2026,2.92,1.46,0.00,122.64,61.32
PAY-20260417-EMP-NINA-SALES,EMP-NINA-SALES,17/04/2026,2.92,1.46,0.00,122.64,61.32
PAY-20260417-EMP-GRACE-HIG,EMP-GRACE-HIG,17/04/2026,2.92,1.46,0.00,122.64,61.32
PAY-20260424-EMP-BEN-BUILDER,EMP-BEN-BUILDER,24/04/2026,2.92,1.46,0.00,125.56,62.78
PAY-20260424-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,24/04/2026,2.92,1.46,0.00,125.56,62.78
PAY-20260424-EMP-NINA-SALES,EMP-NINA-SALES,24/04/2026,2.92,1.46,0.00,125.56,62.78
PAY-20260424-EMP-GRACE-HIG,EMP-GRACE-HIG,24/04/2026,2.92,1.46,0.00,125.56,62.78
PAY-20260501-EMP-BEN-BUILDER,EMP-BEN-BUILDER,01/05/2026,2.92,1.46,0.00,128.48,64.24
PAY-20260501-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,01/05/2026,2.92,1.46,0.00,128.48,64.24
PAY-20260501-EMP-NINA-SALES,EMP-NINA-SALES,01/05/2026,2.92,1.46,0.00,128.48,64.24
PAY-20260501-EMP-GRACE-HIG,EMP-GRACE-HIG,01/05/2026,2.92,1.46,0.00,128.48,64.24
PAY-20260508-EMP-BEN-BUILDER,EMP-BEN-BUILDER,08/05/2026,2.92,1.46,0.00,131.40,65.70
PAY-20260508-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,08/05/2026,2.92,1.46,0.00,131.40,65.70
PAY-20260508-EMP-NINA-SALES,EMP-NINA-SALES,08/05/2026,2.92,1.46,0.00,131.40,65.70
PAY-20260508-EMP-GRACE-HIG,EMP-GRACE-HIG,08/05/2026,2.92,1.46,0.00,131.40,65.70
PAY-20260515-EMP-BEN-BUILDER,EMP-BEN-BUILDER,15/05/2026,2.92,1.46,0.00,134.32,67.16
PAY-20260515-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,15/05/2026,2.92,1.46,0.00,134.32,67.16
PAY-20260515-EMP-NINA-SALES,EMP-NINA-SALES,15/05/2026,2.92,1.46,0.00,134.32,67.16
PAY-20260515-EMP-GRACE-HIG,EMP-GRACE-HIG,15/05/2026,2.92,1.46,0.00,134.32,67.16
PAY-20260522-EMP-BEN-BUILDER,EMP-BEN-BUILDER,22/05/2026,2.92,1.46,0.00,137.24,68.62
PAY-20260522-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,22/05/2026,2.92,1.46,0.00,137.24,68.62
PAY-20260522-EMP-NINA-SALES,EMP-NINA-SALES,22/05/2026,2.92,1.46,0.00,137.24,68.62
PAY-20260522-EMP-GRACE-HIG,EMP-GRACE-HIG,22/05/2026,2.92,1.46,0.00,137.24,68.62
PAY-20260529-EMP-BEN-BUILDER,EMP-BEN-BUILDER,29/05/2026,2.92,1.46,0.00,140.16,70.08
PAY-20260529-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,29/05/2026,2.92,1.46,0.00,140.16,70.08
PAY-20260529-EMP-NINA-SALES,EMP-NINA-SALES,29/05/2026,2.92,1.46,0.00,140.16,70.08
PAY-20260529-EMP-GRACE-HIG,EMP-GRACE-HIG,29/05/2026,2.92,1.46,0.00,140.16,70.08
PAY-20260605-EMP-BEN-BUILDER,EMP-BEN-BUILDER,05/06/2026,2.92,1.46,0.00,143.08,71.54
PAY-20260605-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,05/06/2026,2.92,1.46,0.00,143.08,71.54
PAY-20260605-EMP-NINA-SALES,EMP-NINA-SALES,05/06/2026,2.92,1.46,0.00,143.08,71.54
PAY-20260605-EMP-GRACE-HIG,EMP-GRACE-HIG,05/06/2026,2.92,1.46,0.00,143.08,71.54
PAY-20260612-EMP-BEN-BUILDER,EMP-BEN-BUILDER,12/06/2026,2.92,1.46,0.00,146.00,73.00
PAY-20260612-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,12/06/2026,2.92,1.46,0.00,146.00,73.00
PAY-20260612-EMP-NINA-SALES,EMP-NINA-SALES,12/06/2026,2.92,1.46,0.00,146.00,73.00
PAY-20260612-EMP-GRACE-HIG,EMP-GRACE-HIG,12/06/2026,2.92,1.46,0.00,146.00,73.00
PAY-20260619-EMP-BEN-BUILDER,EMP-BEN-BUILDER,19/06/2026,2.92,1.46,0.00,148.92,74.46
PAY-20260619-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,19/06/2026,2.92,1.46,0.00,148.92,74.46
PAY-20260619-EMP-NINA-SALES,EMP-NINA-SALES,19/06/2026,2.92,1.46,0.00,148.92,74.46
PAY-20260619-EMP-GRACE-HIG,EMP-GRACE-HIG,19/06/2026,2.92,1.46,0.00,148.92,74.46
PAY-20260626-EMP-BEN-BUILDER,EMP-BEN-BUILDER,26/06/2026,2.92,1.46,0.00,151.84,75.92
PAY-20260626-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,26/06/2026,2.92,1.46,0.00,151.84,75.92
PAY-20260626-EMP-NINA-SALES,EMP-NINA-SALES,26/06/2026,2.92,1.46,0.00,151.84,75.92
PAY-20260626-EMP-GRACE-HIG,EMP-GRACE-HIG,26/06/2026,2.92,1.46,0.00,151.84,75.92
