PayRunID,EmployeeID,EmployeeName,PayDate,Frequency,GrossPay,PAYGWithholding,NetPay,EmployerSuperSG,BankNetWageSerial,BankPAYGSerial,BankSuperSerial
PAY-20250822-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,22/08/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250822-EMP-GRACE-HIG,PAYG-PAY-20250822-EMP-GRACE-HIG,SUPER-PAY-20250822-EMP-GRACE-HIG
PAY-20250829-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,29/08/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20250829-EMP-BEN-BUILDER,PAYG-PAY-20250829-EMP-BEN-BUILDER,SUPER-PAY-20250829-EMP-BEN-BUILDER
PAY-20250829-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,29/08/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20250829-EMP-AMARA-ENGINEER,PAYG-PAY-20250829-EMP-AMARA-ENGINEER,SUPER-PAY-20250829-EMP-AMARA-ENGINEER
PAY-20250829-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,29/08/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20250829-EMP-NINA-SALES,PAYG-PAY-20250829-EMP-NINA-SALES,SUPER-PAY-20250829-EMP-NINA-SALES
PAY-20250829-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,29/08/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250829-EMP-GRACE-HIG,PAYG-PAY-20250829-EMP-GRACE-HIG,SUPER-PAY-20250829-EMP-GRACE-HIG
PAY-20250905-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,05/09/2025,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20250905-EMP-BEN-BUILDER,PAYG-PAY-20250905-EMP-BEN-BUILDER,SUPER-PAY-20250905-EMP-BEN-BUILDER
PAY-20250905-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,05/09/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20250905-EMP-AMARA-ENGINEER,PAYG-PAY-20250905-EMP-AMARA-ENGINEER,SUPER-PAY-20250905-EMP-AMARA-ENGINEER
PAY-20250905-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,05/09/2025,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20250905-EMP-NINA-SALES,PAYG-PAY-20250905-EMP-NINA-SALES,SUPER-PAY-20250905-EMP-NINA-SALES
PAY-20250905-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,05/09/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250905-EMP-GRACE-HIG,PAYG-PAY-20250905-EMP-GRACE-HIG,SUPER-PAY-20250905-EMP-GRACE-HIG
PAY-20250912-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,12/09/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20250912-EMP-BEN-BUILDER,PAYG-PAY-20250912-EMP-BEN-BUILDER,SUPER-PAY-20250912-EMP-BEN-BUILDER
PAY-20250912-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,12/09/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20250912-EMP-AMARA-ENGINEER,PAYG-PAY-20250912-EMP-AMARA-ENGINEER,SUPER-PAY-20250912-EMP-AMARA-ENGINEER
PAY-20250912-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,12/09/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20250912-EMP-NINA-SALES,PAYG-PAY-20250912-EMP-NINA-SALES,SUPER-PAY-20250912-EMP-NINA-SALES
PAY-20250912-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,12/09/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250912-EMP-GRACE-HIG,PAYG-PAY-20250912-EMP-GRACE-HIG,SUPER-PAY-20250912-EMP-GRACE-HIG
PAY-20250919-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,19/09/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20250919-EMP-BEN-BUILDER,PAYG-PAY-20250919-EMP-BEN-BUILDER,SUPER-PAY-20250919-EMP-BEN-BUILDER
PAY-20250919-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,19/09/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20250919-EMP-AMARA-ENGINEER,PAYG-PAY-20250919-EMP-AMARA-ENGINEER,SUPER-PAY-20250919-EMP-AMARA-ENGINEER
PAY-20250919-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,19/09/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20250919-EMP-NINA-SALES,PAYG-PAY-20250919-EMP-NINA-SALES,SUPER-PAY-20250919-EMP-NINA-SALES
PAY-20250919-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,19/09/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250919-EMP-GRACE-HIG,PAYG-PAY-20250919-EMP-GRACE-HIG,SUPER-PAY-20250919-EMP-GRACE-HIG
PAY-20250926-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,26/09/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20250926-EMP-BEN-BUILDER,PAYG-PAY-20250926-EMP-BEN-BUILDER,SUPER-PAY-20250926-EMP-BEN-BUILDER
PAY-20250926-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,26/09/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20250926-EMP-AMARA-ENGINEER,PAYG-PAY-20250926-EMP-AMARA-ENGINEER,SUPER-PAY-20250926-EMP-AMARA-ENGINEER
PAY-20250926-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,26/09/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20250926-EMP-NINA-SALES,PAYG-PAY-20250926-EMP-NINA-SALES,SUPER-PAY-20250926-EMP-NINA-SALES
PAY-20250926-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,26/09/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20250926-EMP-GRACE-HIG,PAYG-PAY-20250926-EMP-GRACE-HIG,SUPER-PAY-20250926-EMP-GRACE-HIG
PAY-20251003-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,03/10/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251003-EMP-BEN-BUILDER,PAYG-PAY-20251003-EMP-BEN-BUILDER,SUPER-PAY-20251003-EMP-BEN-BUILDER
PAY-20251003-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,03/10/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251003-EMP-AMARA-ENGINEER,PAYG-PAY-20251003-EMP-AMARA-ENGINEER,SUPER-PAY-20251003-EMP-AMARA-ENGINEER
PAY-20251003-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,03/10/2025,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20251003-EMP-NINA-SALES,PAYG-PAY-20251003-EMP-NINA-SALES,SUPER-PAY-20251003-EMP-NINA-SALES
PAY-20251003-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,03/10/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251003-EMP-GRACE-HIG,PAYG-PAY-20251003-EMP-GRACE-HIG,SUPER-PAY-20251003-EMP-GRACE-HIG
PAY-20251010-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,10/10/2025,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20251010-EMP-BEN-BUILDER,PAYG-PAY-20251010-EMP-BEN-BUILDER,SUPER-PAY-20251010-EMP-BEN-BUILDER
PAY-20251010-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,10/10/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251010-EMP-AMARA-ENGINEER,PAYG-PAY-20251010-EMP-AMARA-ENGINEER,SUPER-PAY-20251010-EMP-AMARA-ENGINEER
PAY-20251010-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,10/10/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251010-EMP-NINA-SALES,PAYG-PAY-20251010-EMP-NINA-SALES,SUPER-PAY-20251010-EMP-NINA-SALES
PAY-20251010-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,10/10/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251010-EMP-GRACE-HIG,PAYG-PAY-20251010-EMP-GRACE-HIG,SUPER-PAY-20251010-EMP-GRACE-HIG
PAY-20251017-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,17/10/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251017-EMP-BEN-BUILDER,PAYG-PAY-20251017-EMP-BEN-BUILDER,SUPER-PAY-20251017-EMP-BEN-BUILDER
PAY-20251017-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,17/10/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251017-EMP-AMARA-ENGINEER,PAYG-PAY-20251017-EMP-AMARA-ENGINEER,SUPER-PAY-20251017-EMP-AMARA-ENGINEER
PAY-20251017-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,17/10/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251017-EMP-NINA-SALES,PAYG-PAY-20251017-EMP-NINA-SALES,SUPER-PAY-20251017-EMP-NINA-SALES
PAY-20251017-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,17/10/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251017-EMP-GRACE-HIG,PAYG-PAY-20251017-EMP-GRACE-HIG,SUPER-PAY-20251017-EMP-GRACE-HIG
PAY-20251024-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,24/10/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251024-EMP-BEN-BUILDER,PAYG-PAY-20251024-EMP-BEN-BUILDER,SUPER-PAY-20251024-EMP-BEN-BUILDER
PAY-20251024-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,24/10/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251024-EMP-AMARA-ENGINEER,PAYG-PAY-20251024-EMP-AMARA-ENGINEER,SUPER-PAY-20251024-EMP-AMARA-ENGINEER
PAY-20251024-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,24/10/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251024-EMP-NINA-SALES,PAYG-PAY-20251024-EMP-NINA-SALES,SUPER-PAY-20251024-EMP-NINA-SALES
PAY-20251024-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,24/10/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251024-EMP-GRACE-HIG,PAYG-PAY-20251024-EMP-GRACE-HIG,SUPER-PAY-20251024-EMP-GRACE-HIG
PAY-20251031-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,31/10/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251031-EMP-BEN-BUILDER,PAYG-PAY-20251031-EMP-BEN-BUILDER,SUPER-PAY-20251031-EMP-BEN-BUILDER
PAY-20251031-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,31/10/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251031-EMP-AMARA-ENGINEER,PAYG-PAY-20251031-EMP-AMARA-ENGINEER,SUPER-PAY-20251031-EMP-AMARA-ENGINEER
PAY-20251031-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,31/10/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251031-EMP-NINA-SALES,PAYG-PAY-20251031-EMP-NINA-SALES,SUPER-PAY-20251031-EMP-NINA-SALES
PAY-20251031-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,31/10/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251031-EMP-GRACE-HIG,PAYG-PAY-20251031-EMP-GRACE-HIG,SUPER-PAY-20251031-EMP-GRACE-HIG
PAY-20251107-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,07/11/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251107-EMP-BEN-BUILDER,PAYG-PAY-20251107-EMP-BEN-BUILDER,SUPER-PAY-20251107-EMP-BEN-BUILDER
PAY-20251107-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,07/11/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251107-EMP-AMARA-ENGINEER,PAYG-PAY-20251107-EMP-AMARA-ENGINEER,SUPER-PAY-20251107-EMP-AMARA-ENGINEER
PAY-20251107-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,07/11/2025,weekly,2271.90,550.00,1721.90,272.63,PAYNET-PAY-20251107-EMP-NINA-SALES,PAYG-PAY-20251107-EMP-NINA-SALES,SUPER-PAY-20251107-EMP-NINA-SALES
PAY-20251107-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,07/11/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251107-EMP-GRACE-HIG,PAYG-PAY-20251107-EMP-GRACE-HIG,SUPER-PAY-20251107-EMP-GRACE-HIG
PAY-20251114-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,14/11/2025,weekly,1191.10,204.00,987.10,140.65,PAYNET-PAY-20251114-EMP-BEN-BUILDER,PAYG-PAY-20251114-EMP-BEN-BUILDER,SUPER-PAY-20251114-EMP-BEN-BUILDER
PAY-20251114-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,14/11/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251114-EMP-AMARA-ENGINEER,PAYG-PAY-20251114-EMP-AMARA-ENGINEER,SUPER-PAY-20251114-EMP-AMARA-ENGINEER
PAY-20251114-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,14/11/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251114-EMP-NINA-SALES,PAYG-PAY-20251114-EMP-NINA-SALES,SUPER-PAY-20251114-EMP-NINA-SALES
PAY-20251114-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,14/11/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251114-EMP-GRACE-HIG,PAYG-PAY-20251114-EMP-GRACE-HIG,SUPER-PAY-20251114-EMP-GRACE-HIG
PAY-20251121-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,21/11/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251121-EMP-BEN-BUILDER,PAYG-PAY-20251121-EMP-BEN-BUILDER,SUPER-PAY-20251121-EMP-BEN-BUILDER
PAY-20251121-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,21/11/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251121-EMP-AMARA-ENGINEER,PAYG-PAY-20251121-EMP-AMARA-ENGINEER,SUPER-PAY-20251121-EMP-AMARA-ENGINEER
PAY-20251121-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,21/11/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251121-EMP-NINA-SALES,PAYG-PAY-20251121-EMP-NINA-SALES,SUPER-PAY-20251121-EMP-NINA-SALES
PAY-20251121-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,21/11/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251121-EMP-GRACE-HIG,PAYG-PAY-20251121-EMP-GRACE-HIG,SUPER-PAY-20251121-EMP-GRACE-HIG
PAY-20251128-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,28/11/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251128-EMP-BEN-BUILDER,PAYG-PAY-20251128-EMP-BEN-BUILDER,SUPER-PAY-20251128-EMP-BEN-BUILDER
PAY-20251128-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,Amara Engineer,28/11/2025,weekly,1730.77,377.00,1353.77,207.69,PAYNET-PAY-20251128-EMP-AMARA-ENGINEER,PAYG-PAY-20251128-EMP-AMARA-ENGINEER,SUPER-PAY-20251128-EMP-AMARA-ENGINEER
PAY-20251128-EMP-NINA-SALES,EMP-NINA-SALES,Nina Sales Representative,28/11/2025,weekly,1071.90,165.00,906.90,128.63,PAYNET-PAY-20251128-EMP-NINA-SALES,PAYG-PAY-20251128-EMP-NINA-SALES,SUPER-PAY-20251128-EMP-NINA-SALES
PAY-20251128-EMP-GRACE-HIG,EMP-GRACE-HIG,Grace High Income QA,28/11/2025,weekly,3653.85,1046.06,2607.79,438.46,PAYNET-PAY-20251128-EMP-GRACE-HIG,PAYG-PAY-20251128-EMP-GRACE-HIG,SUPER-PAY-20251128-EMP-GRACE-HIG
PAY-20251205-EMP-BEN-BUILDER,EMP-BEN-BUILDER,Ben Builder,05/12/2025,weekly,1172.10,198.00,974.10,140.65,PAYNET-PAY-20251205-EMP-BEN-BUILDER,PAYG-PAY-20251205-EMP-BEN-BUILDER,SUPER-PAY-20251205-EMP-BEN-BUILDER
