PayRunID,EmployeeID,EmployeeName,IncomeType,GrossAmount,PAYGWithholding,SuperLiability,TaxTreatmentCode,EmploymentBasis,AwardCode,STPReady
PAY-20250801-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250808-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250808-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250808-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250808-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250815-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250815-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250815-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250815-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250822-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250822-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250822-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250822-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20250829-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250829-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250829-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250829-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250905-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250905-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250905-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250905-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250912-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250912-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250912-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250912-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20250919-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250919-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250919-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250919-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20250926-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20250926-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20250926-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20250926-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,517.00,26.00,62.04,RT,casual,MA000009,TRUE
PAY-20251003-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251003-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251003-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251003-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251010-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251010-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251010-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251010-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251017-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251017-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251017-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251017-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20251024-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251024-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251024-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251024-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251031-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251031-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251031-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251031-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251107-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251107-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251107-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251107-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251114-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251114-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251114-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251114-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20251121-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251121-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251121-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251121-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251128-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251128-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251128-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251128-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251205-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251205-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251205-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251205-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251212-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251212-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251212-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251212-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20251219-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251219-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251219-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251219-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20251226-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20251226-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20251226-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20251226-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,517.00,26.00,62.04,RT,casual,MA000009,TRUE
PAY-20260102-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260102-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260102-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260102-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260109-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260109-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260109-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260109-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260116-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260116-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260116-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260116-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260123-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260123-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260123-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260123-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260130-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260130-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260130-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260130-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260206-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260206-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260206-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260206-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,452.38,14.00,54.29,RT,casual,MA000009,TRUE
PAY-20260213-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260213-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260213-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260213-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260220-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260220-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260220-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260220-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260227-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
PAY-20260227-EMP-PRIYA-RETAIL-SUP,EMP-PRIYA-RETAIL-SUP,Priya Retail Supervisor,SalaryAndWages,1202.32,208.00,144.28,RT,full_time,MA000004,TRUE
PAY-20260227-EMP-HANA-CAFE-PARTTIME,EMP-HANA-CAFE-PARTTIME,Hana Cafe Part-time,SalaryAndWages,517.00,26.00,62.04,RT,part_time,MA000009,TRUE
PAY-20260227-EMP-MARCO-HOSP-CASUAL,EMP-MARCO-HOSP-CASUAL,Marco Hospitality Casual,SalaryAndWages,258.48,0.00,31.02,RT,casual,MA000009,TRUE
PAY-20260306-EMP-RILEY-RETAIL-CASUAL,EMP-RILEY-RETAIL-CASUAL,Riley Retail Casual,SalaryAndWages,829.75,92.00,99.57,RT,casual,MA000004,TRUE
