PayRunID,EmployeeID,EmployeeName,PayDate,Frequency,GrossPay,PAYGWithholding,NetPay,EmployerSuperSG,BankNetWageSerial,BankPAYGSerial,BankSuperSerial
PAY-20251228-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/12/2025,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20251228-EMP-OLIVIA-ADMIN,PAYG-PAY-20251228-EMP-OLIVIA-ADMIN,SUPER-PAY-20251228-EMP-OLIVIA-ADMIN
PAY-20251228-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/12/2025,monthly,1111.52,0.00,1111.52,133.38,PAYNET-PAY-20251228-EMP-CHARLIE-CLEANER,PAYG-PAY-20251228-EMP-CHARLIE-CLEANER,SUPER-PAY-20251228-EMP-CHARLIE-CLEANER
PAY-20260128-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/01/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260128-EMP-OLIVIA-ADMIN,PAYG-PAY-20260128-EMP-OLIVIA-ADMIN,SUPER-PAY-20260128-EMP-OLIVIA-ADMIN
PAY-20260128-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/01/2026,monthly,827.16,0.00,827.16,99.26,PAYNET-PAY-20260128-EMP-CHARLIE-CLEANER,PAYG-PAY-20260128-EMP-CHARLIE-CLEANER,SUPER-PAY-20260128-EMP-CHARLIE-CLEANER
PAY-20260228-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/02/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260228-EMP-OLIVIA-ADMIN,PAYG-PAY-20260228-EMP-OLIVIA-ADMIN,SUPER-PAY-20260228-EMP-OLIVIA-ADMIN
PAY-20260228-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/02/2026,monthly,827.16,0.00,827.16,99.26,PAYNET-PAY-20260228-EMP-CHARLIE-CLEANER,PAYG-PAY-20260228-EMP-CHARLIE-CLEANER,SUPER-PAY-20260228-EMP-CHARLIE-CLEANER
PAY-20260328-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/03/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260328-EMP-OLIVIA-ADMIN,PAYG-PAY-20260328-EMP-OLIVIA-ADMIN,SUPER-PAY-20260328-EMP-OLIVIA-ADMIN
PAY-20260328-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/03/2026,monthly,827.16,0.00,827.16,99.26,PAYNET-PAY-20260328-EMP-CHARLIE-CLEANER,PAYG-PAY-20260328-EMP-CHARLIE-CLEANER,SUPER-PAY-20260328-EMP-CHARLIE-CLEANER
PAY-20260428-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/04/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260428-EMP-OLIVIA-ADMIN,PAYG-PAY-20260428-EMP-OLIVIA-ADMIN,SUPER-PAY-20260428-EMP-OLIVIA-ADMIN
PAY-20260428-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/04/2026,monthly,827.16,0.00,827.16,99.26,PAYNET-PAY-20260428-EMP-CHARLIE-CLEANER,PAYG-PAY-20260428-EMP-CHARLIE-CLEANER,SUPER-PAY-20260428-EMP-CHARLIE-CLEANER
PAY-20260528-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/05/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260528-EMP-OLIVIA-ADMIN,PAYG-PAY-20260528-EMP-OLIVIA-ADMIN,SUPER-PAY-20260528-EMP-OLIVIA-ADMIN
PAY-20260528-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/05/2026,monthly,827.16,0.00,827.16,99.26,PAYNET-PAY-20260528-EMP-CHARLIE-CLEANER,PAYG-PAY-20260528-EMP-CHARLIE-CLEANER,SUPER-PAY-20260528-EMP-CHARLIE-CLEANER
PAY-20260628-EMP-OLIVIA-ADMIN,EMP-OLIVIA-ADMIN,Olivia Office Admin,28/06/2026,monthly,4629.73,754.00,3875.73,555.57,PAYNET-PAY-20260628-EMP-OLIVIA-ADMIN,PAYG-PAY-20260628-EMP-OLIVIA-ADMIN,SUPER-PAY-20260628-EMP-OLIVIA-ADMIN
PAY-20260628-EMP-CHARLIE-CLEANER,EMP-CHARLIE-CLEANER,Charlie Cleaner,28/06/2026,monthly,1111.52,0.00,1111.52,133.38,PAYNET-PAY-20260628-EMP-CHARLIE-CLEANER,PAYG-PAY-20260628-EMP-CHARLIE-CLEANER,SUPER-PAY-20260628-EMP-CHARLIE-CLEANER
