PayRunID,EmployeeID,PayDate,AnnualLeaveAccruedHours,PersonalLeaveAccruedHours,LeaveTakenHours,ClosingAnnualLeaveHours,ClosingPersonalLeaveHours
PAY-20251031-EMP-GRACE-HIG,EMP-GRACE-HIG,31/10/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251107-EMP-BEN-BUILDER,EMP-BEN-BUILDER,07/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251107-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,07/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251107-EMP-NINA-SALES,EMP-NINA-SALES,07/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251107-EMP-GRACE-HIG,EMP-GRACE-HIG,07/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251114-EMP-BEN-BUILDER,EMP-BEN-BUILDER,14/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251114-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,14/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251114-EMP-NINA-SALES,EMP-NINA-SALES,14/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251114-EMP-GRACE-HIG,EMP-GRACE-HIG,14/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251121-EMP-BEN-BUILDER,EMP-BEN-BUILDER,21/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251121-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,21/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251121-EMP-NINA-SALES,EMP-NINA-SALES,21/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251121-EMP-GRACE-HIG,EMP-GRACE-HIG,21/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251128-EMP-BEN-BUILDER,EMP-BEN-BUILDER,28/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251128-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,28/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251128-EMP-NINA-SALES,EMP-NINA-SALES,28/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251128-EMP-GRACE-HIG,EMP-GRACE-HIG,28/11/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251205-EMP-BEN-BUILDER,EMP-BEN-BUILDER,05/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251205-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,05/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251205-EMP-NINA-SALES,EMP-NINA-SALES,05/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251205-EMP-GRACE-HIG,EMP-GRACE-HIG,05/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251212-EMP-BEN-BUILDER,EMP-BEN-BUILDER,12/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251212-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,12/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251212-EMP-NINA-SALES,EMP-NINA-SALES,12/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251212-EMP-GRACE-HIG,EMP-GRACE-HIG,12/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251219-EMP-BEN-BUILDER,EMP-BEN-BUILDER,19/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251219-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,19/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251219-EMP-NINA-SALES,EMP-NINA-SALES,19/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251219-EMP-GRACE-HIG,EMP-GRACE-HIG,19/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251226-EMP-BEN-BUILDER,EMP-BEN-BUILDER,26/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251226-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,26/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251226-EMP-NINA-SALES,EMP-NINA-SALES,26/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20251226-EMP-GRACE-HIG,EMP-GRACE-HIG,26/12/2025,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260102-EMP-BEN-BUILDER,EMP-BEN-BUILDER,02/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260102-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,02/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260102-EMP-NINA-SALES,EMP-NINA-SALES,02/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260102-EMP-GRACE-HIG,EMP-GRACE-HIG,02/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260109-EMP-BEN-BUILDER,EMP-BEN-BUILDER,09/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260109-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,09/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260109-EMP-NINA-SALES,EMP-NINA-SALES,09/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260109-EMP-GRACE-HIG,EMP-GRACE-HIG,09/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260116-EMP-BEN-BUILDER,EMP-BEN-BUILDER,16/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260116-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,16/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260116-EMP-NINA-SALES,EMP-NINA-SALES,16/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260116-EMP-GRACE-HIG,EMP-GRACE-HIG,16/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260123-EMP-BEN-BUILDER,EMP-BEN-BUILDER,23/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260123-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,23/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260123-EMP-NINA-SALES,EMP-NINA-SALES,23/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260123-EMP-GRACE-HIG,EMP-GRACE-HIG,23/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260130-EMP-BEN-BUILDER,EMP-BEN-BUILDER,30/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260130-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,30/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260130-EMP-NINA-SALES,EMP-NINA-SALES,30/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260130-EMP-GRACE-HIG,EMP-GRACE-HIG,30/01/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260206-EMP-BEN-BUILDER,EMP-BEN-BUILDER,06/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260206-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,06/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260206-EMP-NINA-SALES,EMP-NINA-SALES,06/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260206-EMP-GRACE-HIG,EMP-GRACE-HIG,06/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260213-EMP-BEN-BUILDER,EMP-BEN-BUILDER,13/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260213-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,13/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260213-EMP-NINA-SALES,EMP-NINA-SALES,13/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260213-EMP-GRACE-HIG,EMP-GRACE-HIG,13/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260220-EMP-BEN-BUILDER,EMP-BEN-BUILDER,20/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260220-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,20/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260220-EMP-NINA-SALES,EMP-NINA-SALES,20/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260220-EMP-GRACE-HIG,EMP-GRACE-HIG,20/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260227-EMP-BEN-BUILDER,EMP-BEN-BUILDER,27/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260227-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,27/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260227-EMP-NINA-SALES,EMP-NINA-SALES,27/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260227-EMP-GRACE-HIG,EMP-GRACE-HIG,27/02/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260306-EMP-BEN-BUILDER,EMP-BEN-BUILDER,06/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260306-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,06/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260306-EMP-NINA-SALES,EMP-NINA-SALES,06/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260306-EMP-GRACE-HIG,EMP-GRACE-HIG,06/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260313-EMP-BEN-BUILDER,EMP-BEN-BUILDER,13/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260313-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,13/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260313-EMP-NINA-SALES,EMP-NINA-SALES,13/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260313-EMP-GRACE-HIG,EMP-GRACE-HIG,13/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260320-EMP-BEN-BUILDER,EMP-BEN-BUILDER,20/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260320-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,20/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260320-EMP-NINA-SALES,EMP-NINA-SALES,20/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260320-EMP-GRACE-HIG,EMP-GRACE-HIG,20/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260327-EMP-BEN-BUILDER,EMP-BEN-BUILDER,27/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260327-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,27/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260327-EMP-NINA-SALES,EMP-NINA-SALES,27/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260327-EMP-GRACE-HIG,EMP-GRACE-HIG,27/03/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260403-EMP-BEN-BUILDER,EMP-BEN-BUILDER,03/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260403-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,03/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260403-EMP-NINA-SALES,EMP-NINA-SALES,03/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260403-EMP-GRACE-HIG,EMP-GRACE-HIG,03/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260410-EMP-BEN-BUILDER,EMP-BEN-BUILDER,10/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260410-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,10/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260410-EMP-NINA-SALES,EMP-NINA-SALES,10/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260410-EMP-GRACE-HIG,EMP-GRACE-HIG,10/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260417-EMP-BEN-BUILDER,EMP-BEN-BUILDER,17/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260417-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,17/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260417-EMP-NINA-SALES,EMP-NINA-SALES,17/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260417-EMP-GRACE-HIG,EMP-GRACE-HIG,17/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260424-EMP-BEN-BUILDER,EMP-BEN-BUILDER,24/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260424-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,24/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260424-EMP-NINA-SALES,EMP-NINA-SALES,24/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260424-EMP-GRACE-HIG,EMP-GRACE-HIG,24/04/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260501-EMP-BEN-BUILDER,EMP-BEN-BUILDER,01/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260501-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,01/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260501-EMP-NINA-SALES,EMP-NINA-SALES,01/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260501-EMP-GRACE-HIG,EMP-GRACE-HIG,01/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260508-EMP-BEN-BUILDER,EMP-BEN-BUILDER,08/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260508-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,08/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260508-EMP-NINA-SALES,EMP-NINA-SALES,08/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260508-EMP-GRACE-HIG,EMP-GRACE-HIG,08/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260515-EMP-BEN-BUILDER,EMP-BEN-BUILDER,15/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260515-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,15/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260515-EMP-NINA-SALES,EMP-NINA-SALES,15/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260515-EMP-GRACE-HIG,EMP-GRACE-HIG,15/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260522-EMP-BEN-BUILDER,EMP-BEN-BUILDER,22/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260522-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,22/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260522-EMP-NINA-SALES,EMP-NINA-SALES,22/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260522-EMP-GRACE-HIG,EMP-GRACE-HIG,22/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260529-EMP-BEN-BUILDER,EMP-BEN-BUILDER,29/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
PAY-20260529-EMP-AMARA-ENGINEER,EMP-AMARA-ENGINEER,29/05/2026,2.92,1.46,0.00,fixture-cumulative,fixture-cumulative
